feedback_id,respondent_id,question_num,student_feedback,ai_label
q2_f398,398,2,being hands on to the students,satisfaction
q3_f398,398,3,Nothing stood out as least liked.,satisfaction
q4_f398,398,4,"In terms of teaching, he makes the lessons a lot more easier to comprehend.",satisfaction
q1_f399,399,1,"nothing much, the subjects hard so yeah brain capacity matters.",satisfaction
q2_f399,399,2,Fast paced teaching but well taught,satisfaction
q3_f399,399,3,It was all fine—I can’t find fault.,satisfaction
q4_f399,399,4,This should be the standard when hiring a college instructor.,satisfaction
q1_f400,400,1,"I wouldn’t really say change, since the course was already good, but perhaps consistency and enhancement. Keeping it fresh and practical by integrating the latest tech trends, real-world case studies, hands-on projects, industry talks, and regular updates will ensure students gain skills that truly align with what’s happening in computing today.",satisfaction
q2_f400,400,2,He explained very efficiently,satisfaction
q3_f400,400,3,"Honestly, I can’t think of anything.",satisfaction
q4_f400,400,4,This is the standard that i want when it comes to instructor,satisfaction
q1_f401,401,1,I really enjoyed the course; maybe adding a few extra examples could make it even more engaging.,satisfaction
q2_f401,401,2,Showing how to program and teaching students hand on,satisfaction
q3_f401,401,3,Everything was effective and clear.,satisfaction
q4_f401,401,4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,satisfaction
q1_f402,402,1,"The course is excellent, and more interactive exercises could make it even better.",satisfaction
q2_f402,402,2,Able to thoroughly deliver the topics.,satisfaction
q3_f402,402,3,Nothing to complain about.,satisfaction
q4_f402,402,4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,satisfaction
q1_f403,403,1,Very satisfied with the course; a few more practice problems would be helpful for review.,satisfaction
q2_f403,403,2,Being detailed,satisfaction
q3_f403,403,3,I liked the whole teaching style.,satisfaction
q4_f403,403,4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,satisfaction
q1_f404,404,1,The lessons are clear and enjoyable; adding some visuals could enhance the experience.,satisfaction
q2_f404,404,2,Easy to understand,satisfaction
q3_f404,404,3,No negatives at all.,satisfaction
q4_f404,404,4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,satisfaction
q1_f405,405,1,I’m happy with the course; occasional quizzes could help reinforce learning.,satisfaction
q2_f405,405,2,Quality Teaching,satisfaction
q3_f405,405,3,Everything was excellent—I can’t say otherwise.,satisfaction
q4_f405,405,4,i like how sir [PROFESSOR] handle us dapat po sana nasa earlier level din siya para mas earlier ang pagturo niya sa students (the type of teaching he uses para mabihasa na instead ma shock pa ang students hehe),satisfaction
q1_f406,406,1,"The professor is great, and perhaps a short recap at the end of each class would be useful.",satisfaction
q2_f406,406,2,Teaching each lessons properly and clearly,satisfaction
q3_f406,406,3,Maybe the only issue is I wanted more topics covered.,satisfaction
q4_f406,406,4,The Professor or Instructors they delivered properly,satisfaction
q1_f407,407,1,I loved this course; maybe a few more real-life examples could make it more interesting.,satisfaction
q2_f407,407,2,How they further elaborate the topic,satisfaction
q3_f407,407,3,Nothing—it was all good.,satisfaction
q4_f407,407,4,"The class was both enjoyable and informative, I really appreciate the effort put into it.",satisfaction
q1_f408,408,1,The teaching style is very good; a recorded session for review would be a nice addition.,satisfaction
q2_f408,408,2,Online Learning Method,satisfaction
q3_f408,408,3,I honestly didn’t dislike anything.,satisfaction
q4_f408,408,4,The way lessons were explained made even the hardest topics easy to follow.,satisfaction
q1_f409,409,1,Very pleased with the course; small group discussions could make it even more engaging.,satisfaction
q2_f409,409,2,He is very knowledgeable in this field.,satisfaction
q3_f409,409,3,The teaching was great overall.,satisfaction
q4_f409,409,4,"I feel satisfied with how much I learned this semester, thank you for the guidance.",satisfaction
q1_f410,410,1,I enjoyed learning here; a few hands-on exercises could strengthen understanding.,satisfaction
q2_f410,410,2,The visual aids that are provided,satisfaction
q3_f410,410,3,Nothing stood out as a problem.,satisfaction
q4_f410,410,4,The instructor’s enthusiasm and energy in teaching made the subject exciting.,satisfaction
q1_f411,411,1,The class is well-structured; including short interactive activities could be fun.,satisfaction
q2_f411,411,2,Explain all the lessons clearly,satisfaction
q3_f411,411,3,I don’t think there’s a least liked part.,satisfaction
q4_f411,411,4,I’m glad the activities were both fun and useful for learning.,satisfaction
q1_f412,412,1,I’m satisfied with the course and would love more examples of practical applications.,satisfaction
q2_f412,412,2,He explains the lessons that makes it understandable and easy to us.,satisfaction
q3_f412,412,3,Everything was explained well—I have no complaints.,satisfaction
q4_f412,412,4,The way lessons were organized made studying less stressful and more effective.,satisfaction
q1_f413,413,1,Great course! Maybe a brief summary of key points at the end of each topic would help.,satisfaction
q2_f413,413,2,His teaching.,satisfaction
q3_f413,413,3,Nothing to dislike here.,satisfaction
q4_f413,413,4,I really liked the balance between theory and practice in the course.,satisfaction
q1_f414,414,1,I’m happy with the learning experience; more collaboration tasks could make it enjoyable.,satisfaction
q2_f414,414,2,The ability to explain complex topics in engaging and simple way.,satisfaction
q3_f414,414,3,It was all fine—I was satisfied.,satisfaction
q4_f414,414,4,I appreciate how approachable and supportive the instructor was throughout the semester.,satisfaction
q1_f415,415,1,Excellent teaching; adding some industry-related case studies would be a plus.,satisfaction
q2_f415,415,2,"Not just as our thesis adviser, but I really do appreciate that he is strict yet approachable, providing clear and well-detailed instructions and guidance towards our thesis. I also value the practical tips and advice he offers, which make the process more manageable and effective.",satisfaction
q3_f415,415,3,The only thing is I wished for longer sessions.,satisfaction
q4_f415,415,4,"The feedback given on outputs was clear and motivating, helping me improve.",satisfaction
q1_f416,416,1,Very satisfied overall; occasional Q&A sessions make the class even better.,satisfaction
q2_f416,416,2,He teaches the lessons very well,satisfaction
q3_f416,416,3,Nothing—it was effective and enjoyable.,satisfaction
q4_f416,416,4,I am satisfied with the way discussions encouraged us to think critically.,satisfaction
q1_f417,417,1,The course is really good; providing extra reading resources could be beneficial.,satisfaction
q2_f417,417,2,The visual aids and how experienced he is in his area of expertise in computer programming.,satisfaction
q3_f417,417,3,"Everything was clear, nothing negative.",satisfaction
q4_f417,417,4,The teaching style kept me interested and motivated to learn more.,satisfaction
q1_f418,418,1,I enjoyed this course a lot; a few mini-projects would make it even more fun.,satisfaction
q2_f418,418,2,He teaches the lessons such as concepts and etc. that will make the class enjoyable and easy to understand,satisfaction
q3_f418,418,3,No negatives come to mind.,satisfaction
q4_f418,418,4,"I enjoyed the interactive approach, it made the class lively and productive.",satisfaction
q1_f419,419,1,Teaching is excellent; a little more time for discussion would be great.,satisfaction
q2_f419,419,2,He is good at explaining the lessons and make the students engaged to his lessons effectively,satisfaction
q3_f419,419,3,"Honestly, I liked it all.",satisfaction
q4_f419,419,4,"The instructor made sure that all of us understood the lessons well, which I valued.",satisfaction
q1_f420,420,1,Very happy with the course; including example solutions for exercises could help.,satisfaction
q2_f420,420,2,He is good at explaining,satisfaction
q3_f420,420,3,The teaching was smooth and clear.,satisfaction
q4_f420,420,4,I’m very satisfied with how the class helped me develop my coding skills.,satisfaction
q1_f421,421,1,I liked the course very much; more visuals or diagrams would enhance learning.,satisfaction
q2_f421,421,2,He explain very well,satisfaction
q3_f421,421,3,Nothing stood out as bad.,satisfaction
q4_f421,421,4,The examples used in class were relevant and easy to relate to real life.,satisfaction
q1_f422,422,1,The lessons are clear and helpful; a small online discussion forum could be useful.,satisfaction
q2_f422,422,2,He is passionate about the lesson making the lesson easy to understand,satisfaction
q3_f422,422,3,Everything felt good to me.,satisfaction
q4_f422,422,4,"I felt supported in this class, and that helped me build confidence in my skills.",satisfaction
q1_f423,423,1,I really enjoyed the class; short quizzes could help reinforce the topics.,satisfaction
q2_f423,423,2,She is making the lessons easy to understand,satisfaction
q3_f423,423,3,Nothing—it was done very well.,satisfaction
q4_f423,423,4,"The subject was handled in a professional and effective way, making it easier to grasp.",satisfaction
q1_f424,424,1,The course is great; adding more step-by-step examples would be beneficial.,satisfaction
q2_f424,424,2,Very about and knowledgeable about the topic.,satisfaction
q3_f424,424,3,I really don’t have anything negative to mention.,satisfaction
q4_f424,424,4,The instructor’s patience and clear explanations really helped me learn.,satisfaction
q1_f425,425,1,Very satisfied with the professor; including more practical demonstrations would be fun.,satisfaction
q2_f425,425,2,Show snippet codes,satisfaction
q3_f425,425,3,No complaints at all.,satisfaction
q4_f425,425,4,"Overall, I enjoyed the semester because of the well-structured and engaging lessons.",satisfaction
q1_f426,426,1,Loved the way the course is taught; occasional recap slides would be helpful.,satisfaction
q2_f426,426,2,resources,satisfaction
q3_f426,426,3,Everything worked out fine.,satisfaction
q4_f426,426,4,The instructor created a welcoming environment that made it easier to participate.,satisfaction
q1_f427,427,1,I’m happy with this subject; more interactive polls or activities could be enjoyable.,satisfaction
q2_f427,427,2,Way of teaching,satisfaction
q3_f427,427,3,Nothing was least liked—it was all good.,satisfaction
q4_f427,427,4,I appreciate the consistency and effort put into every class session.,satisfaction
q1_f428,428,1,Teaching is very good; slightly slower pacing on complex topics would help.,satisfaction
q2_f428,428,2,He was very connective with the students giving a sense of security and understanding between teacher and students,satisfaction
q3_f428,428,3,It’s hard to find anything negative.,satisfaction
q4_f428,428,4,The class exceeded my expectations and left me feeling satisfied with what I learned.,satisfaction
q1_f429,429,1,"Overall, I really liked the course; a few extra hands-on exercises could improve it slightly.",satisfaction
q2_f429,429,2,[PROFESSOR] treats us as someone who is responsible for the business we are handling and that is good for building experiences,satisfaction
q3_f429,429,3,"Honestly, there’s nothing I would change.",satisfaction
q4_f429,429,4,I truly enjoyed the experience and would gladly take another class with the same instructor.,satisfaction
q1_f430,430,1,to be less PPT oriented course,boredom
q2_f430,430,2,"none, maybe the part where we always got free class (cause he's absent) and can do works for other subjects.",boredom
