feedback_text,question,question_num,emotion
"Not too hard exams, in the middle perhaps",What did you like best about your instructor's teaching?,Q2,acceptance
I can’t find any faults; it was consistently positive.,What did you like least about your instructor's teaching?,Q3,joy
Ok lang.,"Any further, constructive comment:",Q4,acceptance
"[PROFESSOR] thoroughly explains the instruction for every activity, making them simpler to comprehend and for us to be able to pass the activity on ti...",What did you like best about your instructor's teaching?,Q2,joy
Nothing—the lessons didn’t stick in my mind.,What did you like best about your instructor's teaching?,Q2,disappointment
I hope [PROFESSOR] will have patience and help us to catch up with his lessons.,What changes would you recommend to improve this course?,Q1,acceptance
Nothing really stood out as a weak point.,What did you like least about your instructor's teaching?,Q3,satisfaction
"none, the teaching method is exquisite and very formal and accommodating to the students learning abilities",What changes would you recommend to improve this course?,Q1,satisfaction
"I liked how nothing ever felt urgent—it was dull, but relaxing.",What did you like best about your instructor's teaching?,Q2,boredom
"None, [PROFESSOR] teaching is already top notch :))",What changes would you recommend to improve this course?,Q1,joy
It’s hard to find anything negative.,What did you like least about your instructor's teaching?,Q3,satisfaction
[PROFESSOR] instructions in every activities were so far easy to follow and very beginners-friendly to most of us freshmen.,What changes would you recommend to improve this course?,Q1,satisfaction
Speed of teaching,What did you like least about your instructor's teaching?,Q3,boredom
Quality of the visual aids.,"Any further, constructive comment:",Q4,disappointment
"i dont know what to say, i know hes still great, just busy. ","Any further, constructive comment:",Q4,acceptance
"I had high hopes for this class, but it turned out to be frustrating instead.","Any further, constructive comment:",Q4,disappointment
keep it up,"Any further, constructive comment:",Q4,satisfaction
I sometimes lose track of the lecture because it feels flat.,"Any further, constructive comment:",Q4,boredom
I hope her Aura gets a bit better or softer? Like I always feel nervous around her. It's scary to talk to her sometimes and ask questions for guidance...,"Any further, constructive comment:",Q4,disappointment
One recommendation to improve this course would be to include more interactive elements such as group discussions or collaborative projects. This woul...,What changes would you recommend to improve this course?,Q1,disappointment
"The discussions feel too formal, making it less interesting.","Any further, constructive comment:",Q4,boredom
Gives instructions and detailed teaching,What did you like best about your instructor's teaching?,Q2,joy
The boring tone was easy to ignore.,What did you like best about your instructor's teaching?,Q2,boredom
The only downside: I wished we had more interactive quizzes because they were enjoyable.,What did you like least about your instructor's teaching?,Q3,joy
No negatives here—the clarity was consistent throughout.,What did you like least about your instructor's teaching?,Q3,satisfaction
I can’t complain—the instructor’s methods worked perfectly.,What did you like least about your instructor's teaching?,Q3,satisfaction
"The class sometimes feels repetitive, so it’s tough to stay attentive.","Any further, constructive comment:",Q4,boredom
I honestly didn’t dislike anything.,What did you like least about your instructor's teaching?,Q3,satisfaction
gives their ppt after classes,What did you like best about your instructor's teaching?,Q2,satisfaction
"His explanations were clear, but not very lively.",What did you like least about your instructor's teaching?,Q3,boredom
nothing its good as of now,What changes would you recommend to improve this course?,Q1,satisfaction
